IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,FinalDescription,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode
44912141,13/04/2014 13:43,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS CREW  WITH HEAVY PATIENT,E05000564,Sutton Central,E09000029,Sutton,Sutton,SM1
51157141,27/04/2014 03:22,2014,2014/15,Special Service,1,1,295,295,Other road vehicle,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,FUEL ON ROADWAY,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,SW14
52266141,29/04/2014 18:42,2014,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST POLICE GAIN ENTRY,E05011239,Clayhall,E09000026,Redbridge,Ilford,IG4
54050141,03/05/2014 00:49,2014,2014/15,Special Service,1,2,295,590,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,CARBON MONOXIDE ALARM ACTUATING,E05011104,London Bridge & West Bermondsey,E09000028,Southwark,Dockhead,SE1
54738141,04/05/2014 09:29,2014,2014/15,Special Service,1,1,295,295,Car ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,CAR LEAKING PETROL,E05000626,Tooting,E09000032,Wandsworth,Tooting,SW17
55130141,04/05/2014 23:36,2014,2014/15,Special Service,1,1,295,295,Road surface/pavement ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000572,Worcester Park,E09000029,Sutton,Sutton,SM3
57272141,09/05/2014 18:29,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON COLLAPSED BEHIND LOCKED DOOR,E05000055,Hendon,E09000003,Barnet,Hendon,NW4
57505141,10/05/2014 05:43,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000211,Turkey Street,E09000010,Enfield,Enfield,EN8
59538141,14/05/2014 23:27,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,No action (not false alarm),Service not required,POSSIBLY HEAVY PERSON LOCKED INSIDE PROPERTY,E05000086,Barnhill,E09000005,Brent,Wembley,HA9
60340141,16/05/2014 16:57,2014,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON STUCK IN HOIST,E05000618,Nightingale,E09000032,Wandsworth,Tooting,SW17
60909141,17/05/2014 15:37,2014,2014/15,Special Service,1,2,295,590,Human harm outdoors,Outdoor,1,Assist other agencies,Other assistance to police/ambulance,ASISST AMBULANCE GET THROUGH HEAVY DUTY GATES - PATIENT HAS FALLEN OFF HORSE OVER GATED AREA,E05000117,Darwin,E09000006,Bromley,Biggin Hill,BR6
61656141,18/05/2014 17:50,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS GAIN ENTRY,E05000457,Colliers Wood,E09000024,Merton,Wimbledon,SW19
67202141,29/05/2014 17:50,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000221,Glyndon,E09000011,Greenwich,Plumstead,SE18
72236141,09/06/2014 10:53,2014,2014/15,Special Service,NULL,NULL,295,NULL,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,No action (not false alarm),Service not required,TO ASSIST POLICE WITH BARIATRIC PATIENT,E05000030,Eastbrook,E09000002,Barking and Dagenham,Dagenham,RM7
72438141,09/06/2014 19:28,2014,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSONS SHUT IN LIFT EMERGENCY,E05009401,Queen's Gate,E09000020,Kensington and Chelsea,Kensington,SW7
73142141,11/06/2014 03:28,2014,2014/15,Special Service,1,1,295,295,Car ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,CAR LEAKING PETROL,E05000605,Leytonstone,E09000031,Waltham Forest,Leytonstone,E11
73347141,11/06/2014 14:47,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT,E05000221,Glyndon,E09000011,Greenwich,Plumstead,SE18
80098141,23/06/2014 11:20,2014,2014/15,Special Service,1,2,295,590,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,TO ASSIST LAS WITH HEAVY PATIENT,E05000027,Alibon,E09000002,Barking and Dagenham,Dagenham,RM10
80526141,23/06/2014 23:23,2014,2014/15,Special Service,1,2,295,590,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST POLICE WITH HEAVY PATIENT,E05000437,Bellingham,E09000023,Lewisham,Forest Hill,SE26
83583141,29/06/2014 19:12,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON COLLAPSED BEHIND LOCKED DOOR,E05011489,Woodside,E09000008,Croydon,Woodside,CR0
84778141,02/07/2014 09:14,2014,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST  LAS  WITH REMOVAL OF PATIENT,E05000206,Ponders End,E09000010,Enfield,Edmonton,EN3
89683141,11/07/2014 10:40,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST AMB WITH LIFTING PATIENT,E05000555,Beddington North,E09000029,Sutton,Wallington,SM6
90902141,13/07/2014 15:41,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMB WITH HEAVY PATIENT,E05011486,Thornton Heath,E09000008,Croydon,Norbury,CR7
96980141,24/07/2014 10:01,2014,2014/15,Special Service,1,1,295,295,Road surface/pavement ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT IN CAR,E05000439,Brockley,E09000023,Lewisham,Lewisham,SE4
97152141,24/07/2014 15:46,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT - RISK TO LIFE,E05000216,Charlton,E09000011,Greenwich,East Greenwich,SE7
97954141,25/07/2014 21:59,2014,2014/15,Special Service,1,2,295,590,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT REMOVAL,E05000221,Glyndon,E09000011,Greenwich,Plumstead,SE18
100446141,30/07/2014 12:48,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000256,Hammersmith Broadway,E09000013,Hammersmith and Fulham,Hammersmith,W6
119925141,07/09/2014 18:23,2014,2014/15,Special Service,1,2,295,590,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH70 YR OLD FALLEN DOWN STAIRS,E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,Hammersmith,W12
126984141,21/09/2014 06:26,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH PATIENT,E05000368,Caledonian,E09000019,Islington,Euston,N1
131821141,01/10/2014 09:06,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH REMOVAL OF PATIENT,E05011218,Belvedere,E09000004,Bexley,Erith,DA17
133097141,03/10/2014 21:34,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000297,Pinner,E09000015,Harrow,Harrow,HA5
133869141,05/10/2014 14:13,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH HEAVY PATIENT,E05011240,Clementswood,E09000026,Redbridge,Ilford,IG1
135242141,08/10/2014 13:42,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF PATIENT,E05000412,St Mark's,E09000021,Kingston upon Thames,Surbiton,KT6
139087141,16/10/2014 21:57,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF CASUALTY,E05000446,Ladywell,E09000023,Lewisham,Lewisham,SE4
144711141,28/10/2014 01:19,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000494,West Ham,E09000025,Newham,Stratford,E15
148485141,04/11/2014 01:17,2014,2014/15,Special Service,1,2,295,590,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF PATIENT FROM 2ND FLOOR,E05000278,Seven Sisters,E09000014,Haringey,Tottenham,N4
150526141,08/11/2014 03:25,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH BARIATRIC PATIENT,E05000216,Charlton,E09000011,Greenwich,East Greenwich,SE7
153894141,15/11/2014 15:49,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL TO PERSON COLLAPSED BEHIND DOOR,E05000445,Grove Park,E09000023,Lewisham,Eltham,SE9
156730141,22/11/2014 01:47,2014,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,ASSIST LAS WITH HEAVY PATIENT,E05000351,Feltham North,E09000018,Hounslow,Feltham,TW14
157297141,23/11/2014 07:09,2014,2014/15,Special Service,1,3,295,885,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF HEAVY PATIENT,E05000098,Queens Park,E09000005,Brent,North Kensington,NW10
159163141,27/11/2014 03:48,2014,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF PATIENT,E05011468,Fairfield,E09000008,Croydon,Croydon,CR0
159190141,27/11/2014 06:59,2014,2014/15,Special Service,1,1,295,295,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,PATIENT WITH AMBULANCE TEAM SHUT IN LIFT  EMERGNECY,E05000322,Squirrel's Heath,E09000016,Havering,Hornchurch,RM11
160065141,29/11/2014 05:29,2014,2014/15,Special Service,1,2,295,590,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,TO ASSIST LAS WITH HEAVY PATIENT,E05000034,Heath,E09000002,Barking and Dagenham,Dagenham,RM9
161402141,02/12/2014 03:35,2014,2014/15,Special Service,1,2,295,590,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST AMBULANCE TO MOVE HEAVY PATIENT,E05000325,Botwell,E09000017,Hillingdon,Hayes,UB3
162624141,04/12/2014 22:20,2014,2014/15,Special Service,1,2,295,590,Bus/coach ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,ASSIST TO REMOVE PASSENGERS FROM TOP FLOOR OF BUS,E05000052,Garden Suburb,E09000003,Barnet,Finchley,NW11
168940141,18/12/2014 20:20,2014,2014/15,Special Service,1,2,295,590,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS  WITH REMOVAL OF LARGE PATIENT IN CARDIAC ARREST,E05000220,Eltham West,E09000011,Greenwich,Lee Green,SE9
171340141,24/12/2014 16:18,2014,2014/15,Special Service,1,1,295,295,Pub/wine bar/bar ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO REMOVE CASUALTY FROM BASEMENT,E05011227,Longlands,E09000004,Bexley,Sidcup,DA14
171408141,24/12/2014 18:22,2014,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST  LARGE  DISABLED PERSON GET UP,E05000304,Wealdstone,E09000015,Harrow,Stanmore,HA3
142151,01/01/2015 04:57,2015,2014/15,Special Service,1,1,295,295,Pub/wine bar/bar ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO GAIN ENTRY,E05000619,Northcote,E09000032,Wandsworth,Battersea,SW11
1533151,04/01/2015 14:22,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST AMBULANCE WITH HEAVY PATIENT,E05000464,Longthornton,E09000024,Merton,Norbury,CR4
1661151,04/01/2015 20:23,2015,2014/15,Special Service,1,2,295,590,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF CASUALTY,E05000218,Eltham North,E09000011,Greenwich,Eltham,SE9
3486151,09/01/2015 16:23,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000449,New Cross,E09000023,Lewisham,New Cross,SE14
3528151,09/01/2015 18:17,2015,2014/15,Special Service,NULL,NULL,295,NULL,Hospital ,Non Residential,1,Assist other agencies,Assistance to other agencies,ASSISTING LAS LIFTING BARIATRIC PATIENT,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,SE13
5323151,14/01/2015 05:47,2015,2014/15,Special Service,1,1,295,295,Hospital ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST HOSPITAL STAFF WITH HEAVY PATIENT,E05000129,Bloomsbury,E09000007,Camden,Euston,NW1
5564151,14/01/2015 17:39,2015,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,ASSIST LAS WITH HEAVY PATIENT -,E05011218,Belvedere,E09000004,Bexley,Erith,DA17
6048151,15/01/2015 19:35,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE TO LIFT HEAVY PATIENT,E05000304,Wealdstone,E09000015,Harrow,Stanmore,HA3
7648151,19/01/2015 15:07,2015,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST LAS WITH HEAVY PATIENT,E05011114,St. George's,E09000028,Southwark,Lambeth,SE1
9404151,23/01/2015 12:17,2015,2014/15,Special Service,1,1,295,295,Road surface/pavement ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT ON MOBILITY SCOOTER,E05011102,Faraday,E09000028,Southwark,Old Kent Road,SE17
10673151,26/01/2015 10:21,2015,2014/15,Special Service,1,1,295,295,Minibus ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS,E05000265,Wormholt and White City,E09000013,Hammersmith and Fulham,Hammersmith,W12
11406151,28/01/2015 01:49,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH PATIENT FOR REMOVAL TO HOSPITAL,E05000216,Charlton,E09000011,Greenwich,East Greenwich,SE7
16162151,08/02/2015 06:53,2015,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000221,Glyndon,E09000011,Greenwich,Plumstead,SE18
18674151,14/02/2015 03:50,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON COLLAPSED BEHIND LOCKED DOORS,E05000401,Berrylands,E09000021,Kingston upon Thames,Surbiton,KT5
25347151,02/03/2015 12:53,2015,2014/15,Special Service,1,1,295,295,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH HEAVY PATIENT STUCK IN BATH,E05000610,Balham,E09000032,Wandsworth,Tooting,SW12
26324151,04/03/2015 19:10,2015,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST CARER WITH HEAVY PATIENT,E05000438,Blackheath,E09000023,Lewisham,Greenwich,SE3
28243151,08/03/2015 23:10,2015,2014/15,Special Service,1,1,295,295,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000439,Brockley,E09000023,Lewisham,Greenwich,SE14
31737151,17/03/2015 04:15,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH PATIENT,E05000207,Southbury,E09000010,Enfield,Enfield,EN1
36198151,27/03/2015 18:01,2015,2014/15,Special Service,1,1,295,295,House - single occupancy ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,ELDERLY LADY WEDGED INSIDE ENTRANCE TO  TOILET,E05011478,Sanderstead,E09000008,Croydon,Addington,CR2
37350151,30/03/2015 11:59,2015,2014/15,Special Service,1,2,295,590,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT IN CARDIAC ARREST,E05011110,Peckham,E09000028,Southwark,New Cross,SE15
40874151,07/04/2015 00:45,2015,2015/16,Special Service,1,1,298,298,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST THE LAS TO REMOVE PERSON,E05000262,Sands End,E09000013,Hammersmith and Fulham,Fulham,SW6
